Campaign_Name,Campaign_Type,Recipient_ID,Delivery_Status,Open_Status,Click_Status,Conversion_Status,Engagement_Time,Sent_Timestamp,Opened_Timestamp,Clicked_Timestamp,Converted_Timestamp,Recipient_Age,Recipient_Gender,Recipient_Location,Click_Through_Rate
Loyalty Program,SMS,591,Delivered,Opened,Clicked,Not Converted,264,2024-12-28 06:36:32,Not Opened,2025-01-23 12:27:55,2025-01-08 04:09:24,26,Non-Binary,Miami,1.0
Loyalty Program,Email,592,Bounced,Not Opened,Not Clicked,Not Converted,48,2025-01-14 06:10:03,2025-01-22 13:32:05,2025-01-15 19:00:50,Not Converted,63,Male,Houston,0.0
New Product Launch,SMS,593,Delivered,Opened,Clicked,Converted,7,2025-01-14 17:48:29,2025-01-22 10:33:29,Not Clicked,Not Converted,22,Non-Binary,Miami,1.0
Holiday Specials,Push Notification,594,Bounced,Not Opened,Not Clicked,Not Converted,393,2025-01-11 18:54:05,Not Opened,Not Clicked,2025-01-11 04:43:04,63,Male,San Francisco,0.0
Summer Sale,SMS,595,Delivered,Not Opened,Clicked,Not Converted,55,2025-01-14 12:30:47,Not Opened,Not Clicked,Not Converted,37,Non-Binary,Houston,1.0
Holiday Specials,SMS,596,Bounced,Not Opened,Not Clicked,Converted,2,2025-01-13 19:07:04,Not Opened,2025-01-02 08:49:08,Not Converted,52,Female,Los Angeles,0.0
Holiday Specials,SMS,597,Delivered,Opened,Not Clicked,Converted,251,2025-01-19 09:18:49,2025-01-10 06:31:22,2024-12-30 16:52:09,Not Converted,20,Female,Los Angeles,0.0
Summer Sale,SMS,598,Bounced,Not Opened,Clicked,Not Converted,177,2024-12-30 21:18:12,2025-01-23 00:05:49,2025-01-14 17:58:50,2025-01-04 06:29:39,56,Male,Miami,0.0
Summer Sale,SMS,599,Bounced,Not Opened,Not Clicked,Not Converted,158,2025-01-05 07:11:12,2025-01-06 07:43:34,2025-01-05 00:45:41,2025-01-14 09:24:08,24,Non-Binary,Chicago,0.0
Holiday Specials,Push Notification,600,Delivered,Not Opened,Not Clicked,Not Converted,68,2024-12-29 21:43:37,Not Opened,2025-01-22 06:29:05,Not Converted,57,Non-Binary,New York,0.0
Winter Fest,SMS,601,Bounced,Not Opened,Clicked,Not Converted,298,2025-01-22 02:40:19,Not Opened,Not Clicked,2025-01-13 03:32:44,47,Male,New York,0.0
Holiday Specials,Email,602,Delivered,Opened,Not Clicked,Not Converted,28,2025-01-23 05:34:09,2025-01-23 23:29:28,2025-01-26 11:14:55,2025-01-19 11:55:49,23,Female,Chicago,0.0
Summer Sale,Email,603,Delivered,Opened,Clicked,Converted,83,2025-01-20 15:41:21,2025-01-24 08:21:49,Not Clicked,Not Converted,35,Male,San Francisco,1.0
Loyalty Program,Email,604,Delivered,Not Opened,Not Clicked,Converted,377,2025-01-15 17:15:48,2025-01-17 09:46:44,2025-01-22 10:23:14,2025-01-03 02:46:16,36,Non-Binary,Houston,0.0
Summer Sale,Push Notification,605,Bounced,Not Opened,Clicked,Not Converted,264,2025-01-04 10:50:29,Not Opened,Not Clicked,2024-12-30 21:12:41,25,Non-Binary,New York,0.0
Holiday Specials,SMS,606,Bounced,Opened,Not Clicked,Converted,408,2025-01-24 18:26:49,Not Opened,2025-01-11 20:01:52,2024-12-31 23:57:40,47,Female,New York,0.0
Holiday Specials,SMS,607,Delivered,Not Opened,Clicked,Not Converted,563,2025-01-06 14:38:22,2025-01-17 15:09:21,Not Clicked,2025-01-21 22:56:47,25,Male,San Francisco,1.0
Summer Sale,Email,608,Bounced,Opened,Not Clicked,Converted,107,2025-01-14 14:50:22,Not Opened,2025-01-10 11:59:11,2025-01-11 11:23:43,21,Male,Chicago,0.0
Holiday Specials,Push Notification,609,Bounced,Opened,Not Clicked,Not Converted,29,2025-01-06 23:42:49,Not Opened,Not Clicked,Not Converted,44,Female,Chicago,0.0
Loyalty Program,SMS,610,Bounced,Opened,Clicked,Not Converted,6,2025-01-17 07:39:14,Not Opened,2025-01-03 10:32:35,Not Converted,35,Female,Chicago,0.0
Black Friday,SMS,611,Bounced,Opened,Not Clicked,Not Converted,241,2025-01-08 06:56:33,Not Opened,2025-01-13 08:53:49,Not Converted,52,Non-Binary,Miami,0.0
Loyalty Program,Email,612,Bounced,Not Opened,Not Clicked,Not Converted,447,2025-01-04 10:55:34,2025-01-14 11:24:39,2025-01-06 17:46:07,Not Converted,41,Non-Binary,Chicago,0.0
Loyalty Program,Push Notification,613,Delivered,Opened,Clicked,Converted,165,2025-01-09 11:47:18,2024-12-30 14:38:49,Not Clicked,Not Converted,49,Female,San Francisco,1.0
Summer Sale,Email,614,Bounced,Not Opened,Clicked,Converted,119,2025-01-09 01:51:46,2025-01-21 18:48:02,Not Clicked,Not Converted,45,Female,Miami,0.0
New Product Launch,Email,615,Delivered,Not Opened,Clicked,Not Converted,230,2025-01-12 12:39:57,Not Opened,2025-01-02 06:42:32,2025-01-20 06:32:01,37,Non-Binary,San Francisco,1.0
Loyalty Program,Push Notification,616,Bounced,Not Opened,Clicked,Not Converted,499,2024-12-28 05:02:06,Not Opened,Not Clicked,2025-01-13 23:02:42,65,Female,Houston,0.0
New Product Launch,Push Notification,617,Delivered,Not Opened,Clicked,Not Converted,399,2025-01-11 08:59:15,Not Opened,Not Clicked,Not Converted,38,Female,Houston,1.0
Summer Sale,SMS,618,Delivered,Opened,Clicked,Not Converted,61,2025-01-06 04:58:29,Not Opened,2025-01-10 08:57:25,2025-01-20 22:01:44,35,Non-Binary,Miami,1.0
Summer Sale,Email,619,Delivered,Opened,Not Clicked,Not Converted,63,2025-01-24 03:46:09,2025-01-03 21:39:05,Not Clicked,2025-01-05 08:27:50,60,Female,New York,0.0
Summer Sale,Push Notification,620,Delivered,Not Opened,Not Clicked,Not Converted,91,2025-01-01 13:19:52,Not Opened,Not Clicked,Not Converted,46,Male,Los Angeles,0.0
Holiday Specials,SMS,621,Bounced,Not Opened,Not Clicked,Not Converted,199,2025-01-14 04:19:41,2025-01-01 20:30:11,2025-01-08 22:42:41,Not Converted,18,Male,Los Angeles,0.0
New Product Launch,Push Notification,622,Delivered,Opened,Not Clicked,Converted,570,2025-01-20 10:42:01,Not Opened,Not Clicked,2025-01-15 02:36:41,45,Non-Binary,New York,0.0
Loyalty Program,SMS,623,Bounced,Opened,Not Clicked,Converted,451,2025-01-11 08:49:58,Not Opened,2025-01-23 17:54:23,2025-01-20 23:55:40,48,Female,New York,0.0
New Product Launch,Push Notification,624,Delivered,Opened,Clicked,Converted,472,2025-01-09 05:13:27,2025-01-18 19:24:08,2025-01-15 03:21:37,2025-01-20 13:08:43,53,Female,Houston,1.0
Summer Sale,SMS,625,Delivered,Not Opened,Clicked,Converted,355,2025-01-17 02:50:30,Not Opened,2025-01-11 04:14:25,2025-01-19 21:15:03,65,Female,New York,1.0
Winter Fest,SMS,626,Bounced,Not Opened,Clicked,Not Converted,89,2025-01-19 00:54:52,Not Opened,Not Clicked,2025-01-13 13:17:20,34,Male,New York,0.0
Summer Sale,Email,627,Delivered,Not Opened,Clicked,Not Converted,593,2025-01-10 22:36:03,Not Opened,2025-01-18 02:11:31,Not Converted,22,Female,New York,1.0
Winter Fest,Email,628,Delivered,Not Opened,Clicked,Converted,3,2025-01-26 00:50:03,Not Opened,2025-01-03 13:24:45,2025-01-22 20:56:08,23,Male,Houston,1.0
Summer Sale,SMS,629,Delivered,Opened,Not Clicked,Not Converted,275,2025-01-02 13:06:19,Not Opened,2025-01-08 18:36:40,Not Converted,38,Non-Binary,Miami,0.0
New Product Launch,Push Notification,630,Bounced,Not Opened,Not Clicked,Not Converted,246,2024-12-31 17:29:36,2025-01-24 13:29:42,Not Clicked,Not Converted,56,Non-Binary,Los Angeles,0.0
Loyalty Program,Email,631,Bounced,Opened,Not Clicked,Converted,324,2025-01-19 18:37:52,2025-01-20 08:43:48,2025-01-17 21:28:20,Not Converted,45,Female,New York,0.0
Winter Fest,Push Notification,632,Delivered,Not Opened,Not Clicked,Not Converted,399,2025-01-08 10:04:42,Not Opened,2025-01-20 13:38:45,Not Converted,29,Male,New York,0.0
Winter Fest,SMS,633,Bounced,Not Opened,Clicked,Converted,385,2024-12-31 18:22:59,Not Opened,2025-01-21 18:23:24,2025-01-13 20:17:04,19,Female,Miami,0.0
New Product Launch,Push Notification,634,Bounced,Not Opened,Not Clicked,Converted,187,2025-01-06 17:21:26,2025-01-13 06:47:43,2025-01-16 13:52:47,2025-01-10 09:18:02,44,Non-Binary,Miami,0.0
Black Friday,Push Notification,635,Bounced,Not Opened,Clicked,Not Converted,461,2025-01-05 12:31:02,Not Opened,2025-01-14 01:08:06,Not Converted,25,Male,San Francisco,0.0
Summer Sale,Push Notification,636,Bounced,Opened,Not Clicked,Converted,34,2025-01-24 05:31:27,2025-01-11 17:16:05,Not Clicked,Not Converted,27,Non-Binary,Miami,0.0
Holiday Specials,SMS,637,Bounced,Not Opened,Clicked,Not Converted,48,2025-01-19 21:57:32,2024-12-29 14:37:02,2025-01-23 10:27:56,2025-01-19 19:33:19,37,Female,New York,0.0
Loyalty Program,SMS,638,Bounced,Opened,Not Clicked,Converted,204,2025-01-13 19:06:24,2024-12-31 19:33:51,Not Clicked,Not Converted,30,Non-Binary,Houston,0.0
Summer Sale,Push Notification,639,Delivered,Opened,Not Clicked,Converted,1,2024-12-27 23:08:54,Not Opened,2025-01-16 13:06:04,Not Converted,60,Female,San Francisco,0.0
New Product Launch,Email,640,Bounced,Opened,Not Clicked,Not Converted,483,2025-01-04 17:18:52,2025-01-18 01:07:44,Not Clicked,2025-01-05 23:34:50,33,Male,Houston,0.0
Black Friday,SMS,641,Bounced,Opened,Not Clicked,Converted,187,2025-01-26 12:59:33,Not Opened,Not Clicked,2025-01-08 09:00:13,34,Non-Binary,Houston,0.0
Summer Sale,SMS,642,Delivered,Opened,Clicked,Converted,41,2025-01-13 15:07:25,2025-01-13 10:20:08,Not Clicked,Not Converted,51,Non-Binary,Chicago,1.0
Holiday Specials,SMS,643,Bounced,Not Opened,Not Clicked,Converted,39,2025-01-10 22:44:29,2025-01-26 18:46:38,2025-01-17 14:59:21,2025-01-15 01:55:54,20,Male,Los Angeles,0.0
Summer Sale,Email,644,Bounced,Not Opened,Clicked,Not Converted,445,2024-12-31 11:37:19,2025-01-08 03:44:15,Not Clicked,2025-01-21 22:07:38,22,Non-Binary,Chicago,0.0
Summer Sale,SMS,645,Delivered,Not Opened,Not Clicked,Not Converted,445,2025-01-24 17:06:24,Not Opened,2025-01-01 08:12:34,Not Converted,65,Non-Binary,Houston,0.0
Holiday Specials,SMS,646,Delivered,Opened,Clicked,Converted,77,2025-01-22 06:46:05,Not Opened,2024-12-31 06:03:37,Not Converted,45,Female,Houston,1.0
Summer Sale,Push Notification,647,Delivered,Not Opened,Clicked,Not Converted,249,2025-01-02 04:44:07,2024-12-30 17:37:35,Not Clicked,2025-01-22 04:20:30,19,Female,Miami,1.0
Winter Fest,Email,648,Delivered,Not Opened,Not Clicked,Converted,32,2025-01-15 23:16:11,Not Opened,Not Clicked,2025-01-12 05:00:57,49,Female,San Francisco,0.0
Loyalty Program,Push Notification,649,Delivered,Opened,Clicked,Not Converted,344,2025-01-11 14:06:51,Not Opened,2025-01-23 10:13:28,Not Converted,57,Non-Binary,Los Angeles,1.0
Loyalty Program,Push Notification,650,Delivered,Not Opened,Clicked,Converted,448,2025-01-20 11:11:53,2025-01-26 21:05:06,Not Clicked,2025-01-19 07:33:44,63,Female,San Francisco,1.0
Summer Sale,SMS,651,Delivered,Not Opened,Clicked,Converted,354,2025-01-24 01:25:27,2025-01-12 21:29:30,Not Clicked,Not Converted,50,Female,Chicago,1.0
Summer Sale,SMS,652,Bounced,Opened,Not Clicked,Not Converted,216,2025-01-17 19:17:13,Not Opened,2025-01-08 01:16:28,Not Converted,55,Non-Binary,Chicago,0.0
Black Friday,Email,653,Bounced,Not Opened,Clicked,Not Converted,12,2024-12-28 16:12:12,Not Opened,Not Clicked,2025-01-15 06:25:54,45,Female,Chicago,0.0
Black Friday,Email,654,Delivered,Opened,Not Clicked,Converted,4,2025-01-15 03:41:49,Not Opened,2025-01-23 04:30:10,2025-01-13 05:52:23,55,Male,San Francisco,0.0
Black Friday,Push Notification,655,Delivered,Opened,Clicked,Not Converted,509,2025-01-03 12:44:16,Not Opened,2025-01-07 03:31:11,2025-01-21 06:02:27,20,Non-Binary,New York,1.0
Loyalty Program,SMS,656,Bounced,Not Opened,Not Clicked,Not Converted,181,2025-01-25 17:57:03,Not Opened,2025-01-12 10:56:39,2025-01-06 17:45:38,59,Male,San Francisco,0.0
Loyalty Program,Email,657,Delivered,Not Opened,Not Clicked,Not Converted,559,2025-01-24 21:42:56,Not Opened,Not Clicked,2025-01-19 04:46:08,45,Female,San Francisco,0.0
Winter Fest,Push Notification,658,Delivered,Opened,Clicked,Not Converted,339,2024-12-28 22:31:36,Not Opened,Not Clicked,2025-01-08 07:08:25,50,Male,Houston,1.0
New Product Launch,Email,659,Bounced,Opened,Not Clicked,Converted,415,2024-12-30 16:20:32,Not Opened,2024-12-31 16:11:54,Not Converted,34,Female,Los Angeles,0.0
Loyalty Program,Email,660,Bounced,Opened,Not Clicked,Not Converted,388,2025-01-04 14:49:55,2025-01-14 07:37:14,2024-12-28 19:27:41,Not Converted,45,Female,Los Angeles,0.0
Holiday Specials,Email,661,Bounced,Opened,Clicked,Not Converted,81,2025-01-14 16:28:31,2025-01-10 19:38:43,Not Clicked,Not Converted,55,Male,New York,0.0
Loyalty Program,Email,662,Delivered,Opened,Not Clicked,Not Converted,22,2025-01-24 11:06:38,Not Opened,2024-12-31 00:56:33,2025-01-12 00:08:48,23,Female,San Francisco,0.0
Summer Sale,Email,663,Delivered,Not Opened,Not Clicked,Converted,392,2025-01-16 08:59:34,2025-01-01 04:49:02,2025-01-22 21:57:48,Not Converted,62,Male,Miami,0.0
New Product Launch,Push Notification,664,Delivered,Not Opened,Not Clicked,Converted,433,2024-12-31 14:48:48,Not Opened,2025-01-03 10:06:55,Not Converted,63,Non-Binary,Miami,0.0
New Product Launch,Push Notification,665,Delivered,Not Opened,Clicked,Not Converted,229,2025-01-11 01:46:06,2025-01-11 17:25:46,Not Clicked,2025-01-16 08:32:53,47,Non-Binary,Miami,1.0
New Product Launch,Email,666,Bounced,Not Opened,Clicked,Not Converted,253,2025-01-16 23:52:49,Not Opened,Not Clicked,2025-01-06 07:28:44,61,Non-Binary,New York,0.0
Summer Sale,SMS,667,Bounced,Not Opened,Not Clicked,Not Converted,363,2025-01-17 13:32:05,2025-01-21 13:33:37,2025-01-03 18:08:07,Not Converted,41,Male,New York,0.0
New Product Launch,Email,668,Bounced,Opened,Not Clicked,Converted,331,2025-01-16 09:45:24,2025-01-16 17:06:46,2025-01-11 03:34:32,Not Converted,24,Non-Binary,Chicago,0.0
Summer Sale,Email,669,Delivered,Opened,Clicked,Not Converted,262,2025-01-19 14:46:32,2025-01-07 03:06:59,2025-01-13 02:59:37,2024-12-28 23:41:31,29,Female,New York,1.0
Black Friday,Email,670,Delivered,Opened,Not Clicked,Converted,526,2024-12-31 12:51:39,Not Opened,Not Clicked,Not Converted,25,Non-Binary,New York,0.0
Summer Sale,Push Notification,671,Bounced,Opened,Clicked,Converted,586,2025-01-22 02:30:23,2025-01-05 18:59:16,Not Clicked,2025-01-11 01:39:50,43,Non-Binary,New York,0.0
Summer Sale,Email,672,Bounced,Opened,Clicked,Not Converted,172,2025-01-13 21:00:06,2025-01-11 04:22:27,2024-12-28 04:36:50,Not Converted,46,Non-Binary,Houston,0.0
Summer Sale,SMS,673,Delivered,Not Opened,Not Clicked,Not Converted,124,2025-01-12 04:44:00,Not Opened,2025-01-11 03:38:30,Not Converted,32,Male,Miami,0.0
Black Friday,SMS,674,Bounced,Not Opened,Clicked,Not Converted,485,2025-01-11 15:36:03,2024-12-31 19:37:51,Not Clicked,2025-01-25 12:05:16,54,Female,New York,0.0
Summer Sale,Push Notification,675,Delivered,Not Opened,Clicked,Converted,330,2025-01-12 05:37:23,Not Opened,2025-01-12 09:59:52,Not Converted,63,Non-Binary,Los Angeles,1.0
Winter Fest,SMS,676,Bounced,Not Opened,Clicked,Not Converted,591,2025-01-24 11:05:15,Not Opened,2025-01-23 12:40:15,Not Converted,65,Male,San Francisco,0.0
Winter Fest,Email,677,Delivered,Not Opened,Not Clicked,Not Converted,26,2025-01-12 12:46:40,Not Opened,Not Clicked,Not Converted,48,Non-Binary,San Francisco,0.0
New Product Launch,Email,678,Bounced,Opened,Not Clicked,Converted,327,2025-01-03 09:08:14,2025-01-16 11:26:40,2025-01-16 08:15:41,2024-12-28 03:27:04,58,Non-Binary,Houston,0.0
Winter Fest,Email,679,Delivered,Opened,Clicked,Converted,522,2024-12-28 06:05:00,Not Opened,2025-01-09 15:12:25,2025-01-18 00:31:27,29,Female,Los Angeles,1.0
Black Friday,Email,680,Delivered,Opened,Clicked,Not Converted,247,2024-12-28 20:59:53,2025-01-08 12:37:28,2025-01-07 02:43:37,2025-01-13 20:45:56,65,Male,Houston,1.0
Holiday Specials,Push Notification,681,Delivered,Not Opened,Not Clicked,Converted,404,2025-01-16 00:14:22,2025-01-20 07:54:26,Not Clicked,2025-01-16 20:41:50,65,Female,New York,0.0
Winter Fest,SMS,682,Delivered,Not Opened,Clicked,Not Converted,158,2025-01-15 22:06:45,Not Opened,Not Clicked,2025-01-25 10:47:03,22,Male,Chicago,1.0
Winter Fest,Push Notification,683,Delivered,Opened,Not Clicked,Converted,88,2025-01-17 16:25:02,Not Opened,2025-01-21 06:29:57,Not Converted,39,Non-Binary,New York,0.0
Summer Sale,SMS,684,Delivered,Not Opened,Clicked,Converted,288,2025-01-22 00:52:16,Not Opened,Not Clicked,Not Converted,46,Female,Miami,1.0
Summer Sale,Email,685,Delivered,Opened,Not Clicked,Not Converted,408,2025-01-15 23:11:56,Not Opened,Not Clicked,Not Converted,36,Female,Houston,0.0
New Product Launch,Email,686,Bounced,Opened,Clicked,Converted,585,2024-12-28 19:44:34,Not Opened,Not Clicked,2025-01-13 03:45:48,52,Female,Miami,0.0
Black Friday,Email,687,Delivered,Opened,Clicked,Not Converted,331,2025-01-05 17:25:21,2025-01-07 04:27:17,Not Clicked,2025-01-05 05:12:00,52,Male,Los Angeles,1.0
Holiday Specials,SMS,688,Bounced,Not Opened,Not Clicked,Converted,585,2025-01-11 03:53:43,Not Opened,2025-01-08 07:37:28,2025-01-14 23:47:29,61,Female,Houston,0.0
Winter Fest,Email,689,Delivered,Not Opened,Not Clicked,Converted,138,2025-01-20 15:05:04,Not Opened,Not Clicked,Not Converted,46,Female,New York,0.0
Loyalty Program,Email,690,Bounced,Opened,Clicked,Converted,382,2025-01-18 16:42:40,Not Opened,Not Clicked,Not Converted,31,Female,Los Angeles,0.0
Holiday Specials,Push Notification,691,Delivered,Not Opened,Clicked,Converted,484,2025-01-19 16:18:51,2025-01-13 01:15:12,Not Clicked,Not Converted,64,Female,Houston,1.0
Black Friday,SMS,692,Bounced,Not Opened,Not Clicked,Not Converted,157,2025-01-21 13:53:48,2025-01-18 17:08:21,2024-12-29 23:47:01,2025-01-10 05:34:58,31,Female,San Francisco,0.0
Winter Fest,Push Notification,693,Delivered,Opened,Clicked,Not Converted,412,2025-01-04 18:15:16,Not Opened,2025-01-16 21:42:15,2025-01-06 18:01:01,21,Male,San Francisco,1.0
Holiday Specials,Email,694,Bounced,Opened,Clicked,Converted,108,2024-12-27 23:55:56,2025-01-22 14:51:52,2025-01-16 18:42:49,2025-01-19 22:34:30,19,Male,Chicago,0.0
Black Friday,SMS,695,Bounced,Opened,Clicked,Converted,308,2025-01-19 04:50:44,2025-01-05 22:55:30,Not Clicked,Not Converted,52,Male,Los Angeles,0.0
New Product Launch,Push Notification,696,Delivered,Not Opened,Not Clicked,Converted,138,2024-12-31 06:45:17,Not Opened,Not Clicked,2025-01-05 22:11:41,28,Non-Binary,New York,0.0
Holiday Specials,SMS,697,Delivered,Not Opened,Clicked,Converted,46,2025-01-07 08:03:15,Not Opened,2025-01-07 18:22:38,2024-12-29 15:11:08,65,Non-Binary,New York,1.0
Loyalty Program,Email,698,Delivered,Opened,Not Clicked,Not Converted,320,2025-01-19 17:49:17,Not Opened,Not Clicked,2024-12-28 05:29:14,20,Male,New York,0.0
Summer Sale,Push Notification,699,Delivered,Not Opened,Clicked,Converted,549,2024-12-28 21:50:11,2025-01-25 18:44:14,Not Clicked,2025-01-15 10:29:14,54,Male,Los Angeles,1.0
New Product Launch,Push Notification,700,Delivered,Opened,Clicked,Converted,247,2024-12-31 15:58:10,Not Opened,2025-01-11 20:59:48,Not Converted,48,Male,New York,1.0
New Product Launch,Push Notification,701,Bounced,Not Opened,Clicked,Converted,267,2025-01-23 04:07:55,2025-01-06 18:20:55,Not Clicked,Not Converted,22,Non-Binary,New York,0.0
Black Friday,Push Notification,702,Bounced,Not Opened,Clicked,Converted,248,2025-01-05 05:13:10,Not Opened,2025-01-01 20:39:43,Not Converted,19,Female,San Francisco,0.0
Loyalty Program,Email,703,Bounced,Opened,Not Clicked,Converted,325,2025-01-12 01:59:24,Not Opened,Not Clicked,2025-01-13 03:45:12,57,Female,Los Angeles,0.0
Winter Fest,SMS,704,Bounced,Not Opened,Not Clicked,Not Converted,514,2025-01-15 00:47:07,Not Opened,Not Clicked,Not Converted,56,Male,Chicago,0.0
Loyalty Program,Push Notification,705,Delivered,Opened,Not Clicked,Converted,365,2025-01-13 06:14:39,Not Opened,2025-01-14 20:29:49,Not Converted,63,Non-Binary,Houston,0.0
Loyalty Program,Email,706,Delivered,Opened,Not Clicked,Converted,322,2024-12-28 01:06:41,2025-01-17 07:34:18,Not Clicked,2024-12-28 22:14:12,26,Male,Chicago,0.0
Winter Fest,Email,707,Delivered,Opened,Not Clicked,Converted,272,2025-01-15 17:03:58,2025-01-06 10:43:21,Not Clicked,2025-01-13 07:18:27,34,Male,Miami,0.0
Loyalty Program,Push Notification,708,Delivered,Not Opened,Not Clicked,Converted,598,2025-01-19 05:30:39,2024-12-30 06:21:03,Not Clicked,2025-01-02 22:39:59,21,Female,Houston,0.0
Summer Sale,Email,709,Delivered,Not Opened,Not Clicked,Not Converted,449,2025-01-15 09:51:04,2025-01-02 00:22:33,Not Clicked,2025-01-03 00:28:08,53,Female,Houston,0.0
Loyalty Program,Push Notification,710,Bounced,Opened,Clicked,Not Converted,186,2025-01-11 13:02:23,2025-01-25 02:56:01,Not Clicked,Not Converted,50,Male,Miami,0.0
Winter Fest,SMS,711,Bounced,Opened,Not Clicked,Converted,257,2025-01-14 11:12:05,Not Opened,2024-12-29 07:14:32,2025-01-21 19:47:31,43,Male,Miami,0.0
Loyalty Program,Email,712,Delivered,Opened,Clicked,Converted,489,2025-01-23 01:18:18,2025-01-04 23:02:18,2025-01-23 13:14:14,Not Converted,55,Male,Miami,1.0
New Product Launch,SMS,713,Delivered,Not Opened,Not Clicked,Not Converted,267,2025-01-03 03:14:50,2025-01-23 13:55:14,2025-01-17 00:23:55,2024-12-28 23:17:25,41,Female,New York,0.0
Winter Fest,Push Notification,714,Bounced,Opened,Clicked,Not Converted,524,2025-01-08 03:07:06,2025-01-01 06:58:09,2025-01-02 04:34:53,2025-01-06 06:59:49,48,Female,San Francisco,0.0
Summer Sale,Push Notification,715,Delivered,Not Opened,Not Clicked,Not Converted,211,2025-01-21 05:08:10,Not Opened,Not Clicked,2025-01-10 21:24:29,42,Male,Houston,0.0
Holiday Specials,SMS,716,Delivered,Not Opened,Clicked,Converted,259,2025-01-02 01:58:55,Not Opened,Not Clicked,2025-01-20 00:06:27,51,Non-Binary,Miami,1.0
Winter Fest,SMS,717,Delivered,Opened,Clicked,Converted,87,2025-01-19 07:01:09,2025-01-25 08:25:54,2025-01-14 07:43:07,2025-01-08 05:55:10,24,Non-Binary,Miami,1.0
Holiday Specials,Push Notification,718,Delivered,Opened,Clicked,Not Converted,4,2025-01-25 23:05:55,Not Opened,Not Clicked,2025-01-19 01:15:41,49,Female,Los Angeles,1.0
New Product Launch,SMS,719,Delivered,Opened,Clicked,Converted,201,2025-01-17 16:28:35,2025-01-18 22:53:39,Not Clicked,Not Converted,54,Male,Miami,1.0
Winter Fest,Email,720,Bounced,Not Opened,Not Clicked,Converted,401,2025-01-12 15:49:59,2025-01-04 07:59:10,2025-01-21 18:37:12,Not Converted,30,Non-Binary,Houston,0.0
Loyalty Program,SMS,721,Bounced,Opened,Not Clicked,Converted,142,2025-01-24 06:46:35,Not Opened,Not Clicked,Not Converted,62,Male,Houston,0.0
Holiday Specials,Email,722,Delivered,Opened,Clicked,Converted,198,2025-01-15 05:07:39,2024-12-31 23:53:04,Not Clicked,2025-01-17 21:56:12,62,Male,San Francisco,1.0
Loyalty Program,Push Notification,723,Bounced,Opened,Not Clicked,Converted,304,2024-12-29 20:58:27,Not Opened,2025-01-07 22:52:45,Not Converted,45,Non-Binary,Houston,0.0
Black Friday,Email,724,Bounced,Not Opened,Clicked,Not Converted,364,2025-01-14 22:39:42,2025-01-06 02:51:22,2025-01-23 03:35:05,Not Converted,48,Male,San Francisco,0.0
Holiday Specials,Email,725,Delivered,Not Opened,Not Clicked,Not Converted,314,2024-12-31 18:39:16,2025-01-13 20:15:54,Not Clicked,2025-01-19 16:23:52,36,Female,Miami,0.0
Black Friday,Push Notification,726,Bounced,Opened,Clicked,Converted,191,2025-01-03 11:18:46,Not Opened,Not Clicked,2025-01-05 07:22:16,30,Non-Binary,Miami,0.0
New Product Launch,Email,727,Bounced,Not Opened,Clicked,Not Converted,130,2025-01-12 19:01:48,Not Opened,Not Clicked,2025-01-25 13:54:53,38,Male,Chicago,0.0
Black Friday,Push Notification,728,Delivered,Opened,Not Clicked,Not Converted,367,2025-01-21 00:23:07,2025-01-10 21:33:28,2025-01-14 08:02:12,Not Converted,53,Female,New York,0.0
Loyalty Program,Push Notification,729,Delivered,Not Opened,Clicked,Not Converted,115,2025-01-22 05:34:32,Not Opened,Not Clicked,Not Converted,47,Non-Binary,Miami,1.0
Holiday Specials,Push Notification,730,Bounced,Not Opened,Not Clicked,Converted,534,2024-12-30 12:30:17,Not Opened,2025-01-24 19:56:10,2025-01-23 20:49:28,57,Male,Miami,0.0
Summer Sale,Email,731,Bounced,Not Opened,Not Clicked,Not Converted,368,2025-01-10 12:19:53,Not Opened,Not Clicked,Not Converted,38,Non-Binary,San Francisco,0.0
New Product Launch,SMS,732,Bounced,Not Opened,Clicked,Converted,263,2025-01-14 06:51:53,Not Opened,2025-01-25 07:41:30,Not Converted,36,Non-Binary,San Francisco,0.0
New Product Launch,SMS,733,Delivered,Opened,Not Clicked,Converted,374,2025-01-18 07:18:45,2025-01-12 02:46:26,Not Clicked,Not Converted,43,Female,New York,0.0
Winter Fest,Email,734,Bounced,Opened,Not Clicked,Not Converted,148,2025-01-05 14:17:04,2025-01-15 15:58:38,Not Clicked,2024-12-30 09:05:02,51,Non-Binary,San Francisco,0.0
Summer Sale,Email,735,Bounced,Opened,Clicked,Not Converted,557,2025-01-15 19:55:06,2024-12-28 05:11:11,Not Clicked,Not Converted,64,Male,Los Angeles,0.0
Summer Sale,SMS,736,Bounced,Opened,Not Clicked,Converted,61,2025-01-10 12:38:09,Not Opened,Not Clicked,Not Converted,47,Non-Binary,Los Angeles,0.0
Black Friday,SMS,737,Delivered,Opened,Not Clicked,Not Converted,221,2025-01-19 08:48:17,2025-01-13 22:35:27,Not Clicked,2024-12-28 11:53:06,31,Male,San Francisco,0.0
Black Friday,Email,738,Delivered,Not Opened,Not Clicked,Not Converted,513,2025-01-13 21:24:43,Not Opened,Not Clicked,2025-01-23 19:43:21,50,Non-Binary,New York,0.0
